,date,new_cases,d_s_pos,d_s_neg,total,por_pos,por_neg,pos_strength,neg_strength
145,15-06-2020,11.68139316539228,0.087144621,0.912855379,9.928619093,-1.045848082,0.091037661,-0.09114003472946693,0.08310421853542853
146,16-06-2020,11.861086266243635,0.101282511,0.898717489,9.866408544,-0.475819341,-0.095505574,-0.04819217763884526,-0.08583252965078368
147,17-06-2020,11.882818661610974,0.104306025,0.895693975,9.773094089,0.159530113,-0.10268214,0.016639951954830826,-0.0919717741381065
148,18-06-2020,11.85425730314879,0.091391791,0.908608209,9.819834168,1.129130505,0.284985047,0.10319325912468445,0.25893975314645085
149,19-06-2020,12.10176157900792,0.095294167,0.904705833,9.686139674,0.196210943,-1.087373102,0.01869775836946948,-0.9837527880267039
150,20-06-2020,11.968158037312284,0.089637748,0.910362252,9.519955154,0.139589172,0.33502285,0.012512459023264658,0.3049921561974582
151,21-06-2020,11.766458541341382,0.101908026,0.898091974,9.67199676,1.15887992,0.912808136,0.11809916501823792,0.8197856607435005
152,22-06-2020,11.83647166199102,0.102149161,0.897850839,9.801233318,-0.252874721,0.654954029,-0.025830940588259084,0.5880510244440803
153,23-06-2020,12.02595266349106,0.095473398,0.904526602,10.09893097,0.336063689,-0.438672288,0.03208514233324522,-0.3967907540562054
154,24-06-2020,12.060532290237614,0.082158825,0.917841175,10.08859689,0.602235563,-0.122349077,0.04947896622929348,-0.11229702059384547
155,25-06-2020,12.092002085101862,0.081486832,0.918513168,10.30501157,0.499363517,-0.45192081,0.04069155101670814,-0.4150952148782261
156,26-06-2020,12.163859058193625,0.088777717,0.911222283,10.28759282,0.676159102,0.440710278,0.060027861404330134,0.4015850256607247
157,27-06-2020,12.093788214799524,0.090639443,0.909360557,10.11944535,-0.265466972,-0.217251705,-0.0240617784769766,-0.19756013146799967
158,28-06-2020,12.013864375859384,0.101385449,0.898614551,10.11176109,1.025472828,0.495877028,0.10396802310407978,0.4456023128674344
159,29-06-2020,11.941664293338109,0.095148241,0.904851759,10.10438549,-0.061862325,-0.581397365,-0.005886091407920325,-0.5260784283982151
160,30-06-2020,12.08016922864102,0.100902946,0.899097054,10.09728468,0.56999416,0.588516776,0.05751408994679536,0.5291336995311778
161,01-07-2020,12.288969737109644,0.090014194,0.909985806,10.33970816,0.493562959,-0.06550681,0.04442767194264005,-0.05961026729633886
